,oru,odc_location
0,1,"(-5.755528, -35.245867)"
1,2,"(-5.755528, -35.245867)"
2,3,"(-5.755528, -35.245867)"
3,4,"(-5.80944, -35.20083)"
4,5,"(-5.80944, -35.20083)"
5,6,"(-5.80944, -35.20083)"
6,7,"(-5.80944, -35.20083)"
7,8,"(-5.80944, -35.20083)"
8,9,"(-5.80944, -35.20083)"
9,10,"(-5.80944, -35.20083)"
10,11,"(-5.80944, -35.20083)"
11,12,"(-5.8020274999999994, -35.207254999999996)"
12,13,"(-5.8020274999999994, -35.207254999999996)"
13,14,"(-5.8020274999999994, -35.207254999999996)"
14,15,"(-5.8020274999999994, -35.207254999999996)"
15,16,"(-5.8020274999999994, -35.207254999999996)"
16,17,"(-5.8020274999999994, -35.207254999999996)"
17,18,"(-5.8782104, -35.1788072)"
18,19,"(-5.8782104, -35.1788072)"
19,20,"(-5.8782104, -35.1788072)"
20,21,"(-5.8782104, -35.1788072)"
21,22,"(-5.8782104, -35.1788072)"
22,23,"(-5.8782104, -35.1788072)"
23,24,"(-5.8636376666666665, -35.194057666666666)"
24,25,"(-5.8636376666666665, -35.194057666666666)"
25,26,"(-5.8636376666666665, -35.194057666666666)"
26,27,"(-5.7890733333333335, -35.206849999999996)"
27,28,"(-5.7890733333333335, -35.206849999999996)"
28,29,"(-5.7890733333333335, -35.206849999999996)"
29,30,"(-5.81167, -35.18167)"
30,31,"(-5.81167, -35.18167)"
31,32,"(-5.81167, -35.18167)"
32,33,"(-5.81840225, -35.214333)"
33,34,"(-5.81840225, -35.214333)"
34,35,"(-5.81840225, -35.214333)"
35,36,"(-5.81840225, -35.214333)"
36,37,"(-5.81840225, -35.214333)"
37,38,"(-5.81840225, -35.214333)"
38,39,"(-5.780553333333334, -35.19972)"
39,40,"(-5.780553333333334, -35.19972)"
40,41,"(-5.780553333333334, -35.19972)"
41,42,"(-5.84139, -35.18167)"
42,43,"(-5.84139, -35.18167)"
43,44,"(-5.84139, -35.18167)"
44,45,"(-5.8211095, -35.200444000000005)"
45,46,"(-5.8211095, -35.200444000000005)"
46,47,"(-5.8211095, -35.200444000000005)"
47,48,"(-5.8020274999999994, -35.207254999999996)"
48,49,"(-5.8020274999999994, -35.207254999999996)"
49,50,"(-5.8020274999999994, -35.207254999999996)"
50,51,"(-5.7890733333333335, -35.206849999999996)"
51,52,"(-5.7890733333333335, -35.206849999999996)"
52,53,"(-5.7890733333333335, -35.206849999999996)"
53,54,"(-5.780553333333334, -35.19972)"
54,55,"(-5.780553333333334, -35.19972)"
55,56,"(-5.780553333333334, -35.19972)"
56,57,"(-5.780553333333334, -35.19972)"
57,58,"(-5.780553333333334, -35.19972)"
58,59,"(-5.780553333333334, -35.19972)"
59,60,"(-5.8020274999999994, -35.207254999999996)"
60,61,"(-5.8020274999999994, -35.207254999999996)"
61,62,"(-5.8020274999999994, -35.207254999999996)"
62,63,"(-5.8636376666666665, -35.194057666666666)"
63,64,"(-5.8636376666666665, -35.194057666666666)"
64,65,"(-5.8636376666666665, -35.194057666666666)"
65,66,"(-5.82917, -35.1825)"
66,67,"(-5.82917, -35.1825)"
67,68,"(-5.82917, -35.1825)"
68,69,"(-5.7890733333333335, -35.206849999999996)"
69,70,"(-5.7890733333333335, -35.206849999999996)"
70,71,"(-5.7890733333333335, -35.206849999999996)"
71,72,"(-5.786887, -35.192542)"
72,73,"(-5.786887, -35.192542)"
73,74,"(-5.786887, -35.192542)"
74,75,"(-5.8211095, -35.200444000000005)"
75,76,"(-5.8211095, -35.200444000000005)"
76,77,"(-5.8211095, -35.200444000000005)"
77,78,"(-5.81840225, -35.214333)"
78,79,"(-5.81840225, -35.214333)"
79,80,"(-5.81840225, -35.214333)"
80,81,"(-5.830312, -35.207896500000004)"
81,82,"(-5.830312, -35.207896500000004)"
82,83,"(-5.830312, -35.207896500000004)"
83,84,"(-5.84615, -35.20790825)"
84,85,"(-5.84615, -35.20790825)"
85,86,"(-5.84615, -35.20790825)"
86,87,"(-5.7712354999999995, -35.199389)"
87,88,"(-5.7712354999999995, -35.199389)"
88,89,"(-5.7712354999999995, -35.199389)"
89,90,"(-5.81840225, -35.214333)"
90,91,"(-5.81840225, -35.214333)"
91,92,"(-5.81840225, -35.214333)"
92,93,"(-5.8782104, -35.1788072)"
93,94,"(-5.8782104, -35.1788072)"
94,95,"(-5.8782104, -35.1788072)"
95,96,"(-5.862861, -35.1805)"
96,97,"(-5.862861, -35.1805)"
97,98,"(-5.862861, -35.1805)"
98,99,"(-5.8768045, -35.2030395)"
99,100,"(-5.8768045, -35.2030395)"
100,101,"(-5.8768045, -35.2030395)"
101,102,"(-5.8768045, -35.2030395)"
102,103,"(-5.8768045, -35.2030395)"
103,104,"(-5.8768045, -35.2030395)"
104,105,"(-5.786887, -35.192542)"
105,106,"(-5.786887, -35.192542)"
106,107,"(-5.786887, -35.192542)"
107,108,"(-5.8536105, -35.257501500000004)"
108,109,"(-5.8536105, -35.257501500000004)"
109,110,"(-5.8536105, -35.257501500000004)"
110,111,"(-5.7621795, -35.276971)"
111,112,"(-5.7621795, -35.276971)"
112,113,"(-5.7621795, -35.276971)"
113,114,"(-5.735797, -35.254392)"
114,115,"(-5.735797, -35.254392)"
115,116,"(-5.735797, -35.254392)"
116,117,"(-5.74278056, -35.28944444)"
117,118,"(-5.74278056, -35.28944444)"
118,119,"(-5.74278056, -35.28944444)"
119,120,"(-5.724031, -35.247622)"
120,121,"(-5.724031, -35.247622)"
121,122,"(-5.724031, -35.247622)"
122,123,"(-5.8782104, -35.1788072)"
123,124,"(-5.8782104, -35.1788072)"
124,125,"(-5.8782104, -35.1788072)"
125,126,"(-5.728503, -35.266558)"
126,127,"(-5.728503, -35.266558)"
127,128,"(-5.728503, -35.266558)"
128,129,"(-5.7621795, -35.276971)"
129,130,"(-5.7621795, -35.276971)"
130,131,"(-5.7621795, -35.276971)"
131,132,"(-5.8536105, -35.257501500000004)"
132,133,"(-5.8536105, -35.257501500000004)"
133,134,"(-5.8536105, -35.257501500000004)"
134,135,"(-5.79833, -35.18389)"
135,136,"(-5.79833, -35.18389)"
136,137,"(-5.79833, -35.18389)"
137,138,"(-5.84615, -35.20790825)"
138,139,"(-5.84615, -35.20790825)"
139,140,"(-5.84615, -35.20790825)"
140,141,"(-5.8636376666666665, -35.194057666666666)"
141,142,"(-5.8636376666666665, -35.194057666666666)"
142,143,"(-5.8636376666666665, -35.194057666666666)"
143,144,"(-5.830312, -35.207896500000004)"
144,145,"(-5.830312, -35.207896500000004)"
145,146,"(-5.830312, -35.207896500000004)"
146,147,"(-5.7712354999999995, -35.199389)"
147,148,"(-5.7712354999999995, -35.199389)"
148,149,"(-5.7712354999999995, -35.199389)"
149,150,"(-5.750972, -35.255888)"
150,151,"(-5.750972, -35.255888)"
151,152,"(-5.750972, -35.255888)"
152,153,"(-5.830312, -35.207896500000004)"
153,154,"(-5.830312, -35.207896500000004)"
154,155,"(-5.830312, -35.207896500000004)"
155,156,"(-5.830312, -35.207896500000004)"
156,157,"(-5.830312, -35.207896500000004)"
157,158,"(-5.830312, -35.207896500000004)"
158,159,"(-5.84615, -35.20790825)"
159,160,"(-5.84615, -35.20790825)"
160,161,"(-5.84615, -35.20790825)"
161,162,"(-5.8782104, -35.1788072)"
162,163,"(-5.8782104, -35.1788072)"
163,164,"(-5.8782104, -35.1788072)"
164,165,"(-5.84615, -35.20790825)"
165,166,"(-5.84615, -35.20790825)"
166,167,"(-5.84615, -35.20790825)"
167,168,"(-5.84327, -35.27305)"
168,169,"(-5.84327, -35.27305)"
169,170,"(-5.84327, -35.27305)"
